Id,MSSubClass,Neighborhood,HouseStyle,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,PoolArea,CentralAir,MoSold,YrSold,SaleCondition,SalePrice
759,70,NridgHt,1Story,66.2,13298,8,6,1932,1970,Gd,Fa,1522,1382,1775,2,0,5,2,TA,8,2,1934.0,1,346,150,6,0,Y,7,2008,Abnorml,571726
760,40,BrkSide,1Story,95.1,12635,10,3,2005,2010,TA,TA,1505,1557,1990,2,1,1,1,TA,3,2,2005.0,1,274,0,117,0,Y,6,2009,Normal,416338
761,40,CollgCr,2Story,71.8,6844,2,5,1903,1917,TA,Ex,1856,1292,2339,3,1,4,2,Gd,8,0,1906.0,2,547,0,193,0,Y,7,2008,Normal,456002
762,30,BrkSide,1Story,94.3,10863,9,2,1931,1934,TA,Gd,898,1585,1895,1,1,5,2,Gd,10,2,1935.0,3,693,0,25,0,Y,2,2009,Normal,406239
763,70,CollgCr,1Story,98.6,6722,6,8,1915,1938,Gd,NA,794,1173,1959,3,1,4,1,TA,6,2,1915.0,1,215,200,10,0,Y,11,2007,Normal,449189
764,80,Edwards,1Story,31.3,9103,10,2,1996,2010,Gd,Gd,1338,1604,2095,3,0,3,1,Gd,5,1,1996.0,2,547,200,20,0,N,7,2006,Abnorml,442197
765,70,CollgCr,1.5Fin,22.1,19545,7,2,1953,1955,Gd,NA,504,748,1122,3,1,5,1,Gd,9,2,,0,0,0,109,0,N,7,2006,Normal,428035
766,50,Somerst,1Story,95.6,10902,9,7,2002,2010,Ex,TA,753,917,1263,1,0,4,2,Gd,7,0,2005.0,2,584,150,165,0,Y,11,2006,Normal,467866
767,40,Sawyer,1Story,96.5,5512,3,3,1973,1981,Gd,Gd,552,835,1055,2,1,5,1,TA,9,1,,0,0,0,61,0,Y,6,2006,Normal,257429
768,50,OldTown,1Story,75.6,11257,3,4,1961,1970,Fa,Gd,846,521,936,3,1,1,1,Ex,4,1,,0,0,100,23,0,Y,6,2006,Normal,274709
769,40,BrkSide,1Story,78.6,4822,10,4,1957,1957,Gd,TA,1885,1446,2132,3,1,4,1,Fa,8,1,1960.0,2,413,0,19,0,Y,7,2006,Partial,434519
770,30,NridgHt,2Story,,5464,6,3,1922,1936,Ex,TA,1522,1781,1789,3,0,3,1,Gd,5,0,,0,0,200,121,0,N,12,2006,Normal,567450
771,50,NridgHt,1Story,89.2,6127,7,8,1962,1970,Gd,Ex,1358,986,1713,3,0,5,2,Gd,8,1,,0,0,100,71,0,Y,4,2009,Normal,557025
772,30,Mitchel,2Story,63.3,8634,3,7,1976,1978,Gd,Gd,279,399,575,2,1,5,2,Gd,9,1,,0,0,200,70,0,Y,2,2007,Normal,298102
773,70,Somerst,2Story,91.0,14435,4,3,2007,2010,TA,Fa,1103,1797,2587,1,0,5,1,Gd,7,0,2010.0,3,841,100,47,0,Y,2,2008,Partial,468695
774,90,Edwards,1.5Fin,62.4,12929,9,7,1960,1968,Ex,TA,984,934,1296,1,0,2,2,Gd,5,1,1960.0,2,485,100,179,0,Y,9,2006,Normal,395562
775,30,Mitchel,1Story,75.4,12697,4,7,2004,2009,TA,TA,1947,2218,2585,1,0,3,2,TA,8,1,2008.0,1,278,250,74,0,Y,1,2010,Normal,429872
776,20,Gilbert,1.5Fin,74.4,5885,7,6,2004,2010,TA,Gd,591,648,979,3,0,1,1,Gd,3,2,2004.0,3,801,250,141,0,Y,9,2007,Normal,418798
777,80,NridgHt,2Story,51.1,8226,4,6,1958,1960,Gd,TA,799,916,1210,1,0,5,1,Gd,8,1,1962.0,1,297,100,148,0,Y,11,2008,Normal,529218
778,40,OldTown,1Story,53.7,11642,4,9,1948,1987,TA,TA,401,504,600,2,0,2,2,Gd,7,1,1950.0,3,843,0,11,200,Y,9,2009,Normal,308430
779,40,OldTown,2Story,119.2,7861,3,5,1915,1933,Gd,Gd,930,1216,1749,3,0,4,2,Gd,7,1,1918.0,1,230,150,49,0,Y,3,2010,Normal,306525
780,80,CollgCr,1.5Fin,,9331,10,5,1929,1968,Gd,NA,700,1193,1221,1,1,3,1,Fa,5,1,,0,0,0,179,0,Y,8,2009,Normal,400815
781,80,OldTown,1Story,78.1,12354,10,6,1997,2010,Fa,Fa,778,1224,1235,2,1,5,1,Gd,8,0,,0,0,0,176,0,Y,6,2008,Abnorml,395979
782,60,CollgCr,1.5Fin,82.8,9035,3,8,1915,1954,TA,Gd,670,553,916,2,1,5,2,TA,8,2,1919.0,1,335,200,82,0,Y,1,2007,Normal,377905
783,30,Sawyer,1Story,68.8,11449,5,7,1944,1965,Gd,Fa,1850,1408,1998,3,1,4,2,Gd,9,1,,0,0,250,31,0,Y,3,2007,Normal,400914
784,70,NAmes,2Story,84.8,17189,7,2,1977,1993,TA,TA,1404,1298,2017,2,0,4,1,Gd,6,1,,0,0,0,59,0,N,9,2006,Abnorml,362660
785,70,NridgHt,SLvl,77.2,9778,5,5,1926,1954,Gd,TA,2001,1582,2495,2,1,1,1,TA,3,0,1929.0,1,321,0,189,0,Y,7,2007,Normal,600460
786,50,Mitchel,1Story,50.9,15453,8,7,2008,2010,TA,Gd,1157,1057,1371,3,0,5,2,Ex,8,2,2012.0,3,872,250,134,0,Y,6,2009,Normal,428626
787,60,Sawyer,1.5Fin,81.8,12849,4,3,1972,2005,TA,NA,788,1370,1705,3,0,1,1,TA,3,1,,0,0,0,15,0,Y,10,2007,Abnorml,350674
788,60,Somerst,1Story,58.0,4338,2,9,1903,1915,Gd,TA,707,690,931,3,0,3,1,Gd,5,0,,0,0,0,143,0,N,7,2007,Normal,353551
789,70,NAmes,2Story,108.3,5871,5,8,1927,1927,TA,Fa,974,985,1464,3,1,2,2,Gd,6,0,1927.0,3,985,0,29,0,Y,12,2006,Normal,379470
790,60,BrkSide,2Story,79.4,6999,7,8,1982,1991,TA,Gd,1019,963,1426,3,0,2,1,TA,5,1,,0,0,0,60,0,Y,1,2007,Normal,338195
791,90,NAmes,1Story,54.6,6910,3,2,1995,2004,Gd,Gd,757,1792,1798,3,1,5,2,Gd,9,2,1996.0,3,930,250,96,0,Y,4,2006,Normal,372000
792,20,NridgHt,1Story,77.5,10121,9,6,2002,2002,TA,NA,1988,2137,2213,3,0,2,2,Fa,5,0,2004.0,2,523,0,70,0,Y,3,2008,Family,637125
793,20,NridgHt,1Story,49.7,13082,2,6,1994,2010,TA,TA,1872,1183,2026,1,1,3,1,Fa,5,0,1998.0,3,816,0,139,0,Y,5,2007,Normal,526200
794,30,CollgCr,1Story,75.7,15772,2,7,1908,1911,Gd,Ex,460,968,1145,2,1,2,1,Gd,4,1,1909.0,2,551,150,31,200,Y,11,2010,Normal,393558
795,30,Sawyer,1Story,65.0,11794,6,8,1980,2010,TA,Fa,1101,1609,2129,1,1,5,2,Gd,8,1,1980.0,2,556,150,175,0,Y,5,2008,Partial,380931
796,50,CollgCr,1Story,51.8,8628,6,4,1912,1930,TA,Gd,813,1401,1629,2,0,4,1,TA,8,2,,0,0,200,118,0,N,4,2007,Partial,374801
797,20,OldTown,1Story,51.5,1755,4,6,1908,1936,Fa,Fa,1198,1182,1444,2,1,3,2,Gd,6,2,1911.0,2,372,250,61,0,Y,2,2008,Normal,333177
798,30,BrkSide,1Story,123.6,10796,4,7,1976,1989,Gd,NA,918,1197,1260,3,0,1,1,TA,3,1,1979.0,2,562,0,191,0,Y,5,2010,Normal,352292
799,60,Mitchel,2Story,72.0,10608,2,8,1953,1958,TA,Ex,637,743,1281,2,0,1,2,Gd,5,1,1957.0,3,830,0,95,0,N,3,2006,Normal,338511
800,90,OldTown,2Story,60.5,11268,7,8,1971,1978,TA,TA,2129,1776,2511,3,0,2,1,Gd,4,1,,0,0,0,83,0,Y,3,2007,Normal,407520
801,80,Mitchel,2Story,56.7,19346,5,4,1994,2010,Fa,NA,1054,1761,1773,3,0,3,1,TA,6,1,,0,0,250,4,0,Y,2,2008,Partial,357199
802,30,Mitchel,1Story,80.4,15711,3,9,1907,1935,Ex,NA,1084,1048,1659,3,0,5,2,TA,9,0,,0,0,0,199,0,Y,8,2006,Normal,332343
803,20,Sawyer,1.5Fin,56.0,13797,5,2,1958,1968,TA,TA,919,910,1499,1,1,1,1,TA,5,1,1958.0,3,797,250,169,0,Y,9,2008,Normal,349288
804,70,CollgCr,2Story,45.9,6459,10,5,1992,2006,TA,TA,2008,2567,2924,3,0,3,1,TA,5,2,,0,0,0,35,0,Y,9,2006,Normal,538486
805,80,OldTown,1Story,69.3,8345,4,6,1948,1985,Ex,TA,1479,2003,2226,1,0,2,2,Gd,5,1,1952.0,3,961,200,189,0,Y,1,2010,Normal,393235
806,90,NridgHt,1Story,69.1,10102,10,2,1958,1992,TA,Gd,774,1197,1404,2,1,1,2,Gd,6,1,1961.0,1,303,150,159,0,N,12,2009,Normal,559415
807,50,Mitchel,2Story,60.8,7243,4,5,1955,1971,TA,TA,930,1321,1469,2,0,4,1,Gd,7,2,1958.0,1,295,150,84,0,Y,7,2006,Normal,368967
808,20,BrkSide,1Story,50.4,12602,3,6,2000,2009,TA,Gd,1324,1269,1472,1,1,4,2,Gd,7,0,2003.0,3,820,150,185,0,Y,7,2008,Normal,333096
809,90,Somerst,2Story,,11999,4,6,1905,1917,TA,Gd,1130,1021,1670,3,1,5,1,Gd,8,0,1906.0,2,720,0,111,0,Y,11,2007,Normal,425518
810,40,OldTown,SLvl,59.7,5929,4,2,1997,2010,Ex,TA,1142,1041,1263,3,1,3,1,TA,6,2,1997.0,2,624,0,137,0,Y,4,2008,Normal,340915
811,50,Mitchel,1Story,56.6,15527,3,4,1990,2010,TA,Fa,1255,1606,1786,2,0,2,1,Gd,6,2,1993.0,3,750,0,36,0,Y,7,2008,Partial,392559
812,50,OldTown,1Story,76.1,10930,7,3,1990,1997,Gd,Gd,1952,2228,2372,1,0,5,2,Ex,10,1,1994.0,3,672,0,21,0,Y,1,2010,Normal,439699
813,90,Edwards,SLvl,119.0,3238,5,7,1945,1947,TA,Gd,558,657,994,1,0,2,2,TA,6,2,1945.0,2,605,250,105,0,Y,6,2006,Normal,293492
814,40,Mitchel,2Story,99.3,10284,8,4,1957,1976,Gd,Ex,967,704,1158,1,1,4,1,Ex,6,1,1957.0,1,278,150,65,0,Y,4,2008,Normal,387911
815,60,Gilbert,1Story,112.7,11681,6,6,1940,1971,Ex,Gd,773,1278,1418,3,0,5,2,Fa,10,2,1943.0,3,669,150,196,0,Y,3,2010,Normal,403792
816,60,OldTown,1.5Fin,57.5,14586,5,7,1927,1933,Fa,NA,581,942,1415,2,1,1,1,Gd,3,0,1929.0,2,594,0,17,0,N,8,2006,Normal,309819
817,90,NAmes,1.5Fin,106.8,9083,6,8,1997,2010,TA,TA,1274,1473,2609,1,0,5,1,Ex,9,2,2001.0,3,808,100,152,0,Y,2,2007,Partial,472097
818,90,Somerst,2Story,,13977,3,3,1956,1962,Gd,Gd,847,1894,2056,2,1,2,1,TA,5,0,1958.0,3,904,0,120,0,Y,12,2009,Normal,429357
819,70,Mitchel,2Story,91.7,11286,8,9,1980,1989,Gd,NA,1983,1675,2153,3,0,3,2,TA,7,0,1982.0,2,595,0,175,0,Y,3,2006,Normal,484979
820,20,Somerst,1Story,80.1,4977,2,3,1911,1935,TA,Ex,1352,992,1423,2,1,2,1,TA,6,2,1911.0,1,256,150,199,0,Y,1,2007,Normal,370970
821,40,NridgHt,1Story,62.4,4556,8,2,1987,1998,Fa,TA,1280,867,1563,2,0,1,2,Gd,5,0,1991.0,3,916,0,174,0,Y,6,2010,Partial,546647
822,70,OldTown,2Story,85.8,15215,10,2,1973,1983,Gd,Fa,484,596,1053,1,0,4,1,Gd,7,1,1974.0,3,780,0,74,0,Y,5,2008,Normal,335820
823,80,Sawyer,1Story,80.7,15523,8,3,2010,2010,Fa,TA,1856,1882,2075,3,0,3,2,TA,6,2,,0,0,150,139,0,Y,8,2006,Normal,415765
824,80,Sawyer,2Story,31.1,11856,6,8,1914,1920,Gd,Gd,1526,1453,1886,1,1,3,1,Gd,6,2,1917.0,2,517,0,32,0,Y,9,2010,Normal,400621
825,50,NridgHt,1.5Fin,67.3,16782,4,3,1959,1966,TA,TA,1292,1369,2217,3,1,3,1,TA,5,1,1963.0,2,650,250,97,0,Y,8,2008,Normal,580692
826,70,Sawyer,1Story,,14938,9,7,1956,1993,Gd,TA,1098,1155,1624,1,1,4,2,Gd,7,0,1959.0,2,538,0,53,0,N,7,2008,Normal,415119
827,40,Gilbert,2Story,76.1,13371,4,5,1959,1981,Gd,TA,1170,957,1532,1,1,5,2,Gd,8,0,1962.0,3,1005,150,50,0,Y,10,2010,Normal,421711
828,70,Edwards,1Story,80.3,6672,6,2,1906,1907,Fa,Gd,716,1040,1732,2,1,3,2,Ex,7,1,1906.0,1,351,200,114,0,Y,8,2007,Normal,320448
829,50,Sawyer,1.5Fin,53.5,17772,8,5,1952,1968,Gd,Fa,1438,1435,2128,1,1,1,1,TA,5,1,1952.0,3,751,0,25,0,Y,2,2007,Normal,407107
830,70,BrkSide,1Story,75.6,12752,10,2,1933,1955,Fa,TA,838,833,1044,1,1,2,2,Gd,5,2,1937.0,2,326,0,113,550,Y,6,2008,Normal,357517
831,80,BrkSide,2Story,,8879,10,5,1968,1978,Gd,TA,1059,1356,2103,1,1,3,1,Fa,5,2,,0,0,0,80,0,Y,9,2007,Normal,412172
832,80,OldTown,2Story,65.5,7693,2,6,1925,1946,Gd,NA,992,1085,1540,3,1,1,2,Gd,5,1,1928.0,2,533,200,45,0,Y,4,2006,Normal,302923
833,70,NridgHt,1Story,55.1,11578,10,6,1948,1973,TA,Fa,860,950,1242,3,1,2,2,Gd,5,1,,0,0,150,112,0,Y,11,2006,Normal,570240
834,80,NAmes,2Story,90.1,3482,3,4,1968,1978,TA,TA,463,425,575,1,0,2,2,Gd,5,1,1969.0,3,769,100,150,0,Y,6,2007,Normal,262582
835,30,Gilbert,2Story,77.6,13439,7,8,1907,1939,Gd,Gd,1498,978,1609,2,1,5,2,TA,9,0,1908.0,3,790,200,122,0,Y,4,2006,Normal,447992
836,30,Gilbert,2Story,75.4,6495,10,6,1987,2005,TA,Ex,2119,1387,2445,2,1,3,1,TA,6,1,1987.0,3,996,100,17,0,Y,5,2008,Normal,532085
837,80,Edwards,2Story,115.1,12057,7,4,1979,2010,Gd,TA,1839,1403,2479,2,1,5,1,Gd,7,2,1982.0,2,573,250,112,0,Y,8,2010,Normal,433706
838,60,Mitchel,SLvl,,8309,10,5,1906,1909,TA,Ex,1385,1359,1921,2,1,3,2,Gd,6,2,1909.0,1,331,200,124,0,Y,9,2007,Normal,431971
839,50,BrkSide,1Story,96.4,9389,5,2,1907,1919,Ex,TA,1878,2242,2567,3,1,3,1,TA,5,2,1908.0,1,300,0,136,0,N,4,2006,Normal,382403
840,70,NAmes,2Story,76.0,7321,4,9,1994,2010,TA,TA,1105,962,1579,2,1,5,1,Gd,9,2,1998.0,3,803,0,85,0,Y,3,2006,Normal,393846
841,20,OldTown,1Story,62.2,9823,4,8,1931,1966,Ex,TA,890,1860,2058,2,1,4,2,TA,8,1,,0,0,0,18,0,Y,2,2006,Normal,338314
842,30,OldTown,2Story,46.7,18435,5,4,1995,2003,TA,Gd,1104,1228,1408,3,1,2,2,TA,7,1,1998.0,3,907,0,25,0,Y,6,2008,Normal,369996
843,30,BrkSide,2Story,75.3,16317,8,7,1955,1994,Fa,Fa,1154,802,1453,2,1,2,2,Gd,5,2,1956.0,1,313,0,66,0,N,12,2008,Abnorml,387714
844,60,Gilbert,1Story,,11989,6,7,1937,1944,TA,TA,903,745,1325,1,0,4,2,TA,9,1,1940.0,2,640,0,126,0,Y,12,2008,Family,396015
845,20,Sawyer,1Story,76.0,10394,8,6,1930,1946,Gd,TA,625,453,711,1,1,1,2,TA,4,2,1932.0,2,539,0,147,0,Y,7,2009,Normal,314948
846,20,BrkSide,1.5Fin,76.9,14046,5,2,1973,1985,Gd,TA,1727,1290,2243,2,0,1,1,Gd,5,1,,0,0,150,134,0,Y,7,2007,Normal,355378
847,70,Sawyer,1Story,65.2,15246,4,9,1912,1928,Gd,Gd,775,1020,1292,1,1,1,2,Gd,6,0,,0,0,0,62,0,Y,7,2009,Normal,329264
848,70,NAmes,2Story,,7015,3,9,1944,1980,TA,TA,489,676,1190,3,0,4,2,Gd,8,0,,0,0,100,88,0,Y,3,2010,Normal,331079
849,40,CollgCr,1Story,42.5,10175,6,9,1938,1967,Gd,Ex,469,987,1084,2,0,3,2,TA,8,0,1938.0,3,704,200,9,0,N,5,2006,Normal,415236
850,70,Edwards,SLvl,100.5,2848,10,9,1917,1948,TA,TA,980,1275,1652,1,1,1,2,TA,6,0,,0,0,200,159,0,Y,12,2006,Partial,363084
851,20,Edwards,1Story,,15217,9,9,1939,1949,Gd,Gd,1682,2257,2571,2,1,4,1,Gd,8,2,1943.0,2,541,100,70,0,Y,8,2007,Normal,469828
852,50,Sawyer,1Story,48.6,19173,4,7,1958,1995,Fa,Gd,1281,2313,2605,3,1,4,2,Gd,7,2,,0,0,100,101,0,Y,3,2006,Normal,411166
853,40,CollgCr,1.5Fin,82.0,10836,6,2,1975,1992,TA,Gd,430,664,853,3,0,4,2,Ex,7,2,1977.0,3,991,150,89,0,Y,2,2010,Normal,393749
854,40,Edwards,1.5Fin,,1575,8,5,1909,1935,TA,Ex,806,1478,1530,3,1,1,1,Ex,5,0,1912.0,3,677,0,57,0,Y,10,2010,Normal,378065
855,80,OldTown,1Story,62.1,13057,7,3,1996,2010,TA,Fa,977,1173,1179,3,0,5,2,Gd,10,1,2000.0,1,256,100,33,0,Y,11,2008,Normal,326373
856,20,CollgCr,1Story,59.8,6703,2,3,1997,2010,Fa,Fa,1669,1441,2024,2,1,1,2,Gd,5,0,,0,0,0,190,0,Y,2,2006,Normal,401035
857,70,CollgCr,2Story,69.9,7714,7,8,1976,2000,TA,Ex,1107,1100,1813,3,0,3,1,Gd,5,0,1977.0,1,312,0,23,0,Y,5,2010,Normal,476396
858,40,CollgCr,1.5Fin,,13132,2,8,2002,2010,TA,Ex,616,888,1244,3,1,3,2,TA,7,1,2006.0,2,518,0,188,0,Y,11,2010,Normal,399268
859,50,Gilbert,1Story,80.3,11569,3,6,1947,1972,TA,TA,742,1047,1610,2,1,2,1,TA,5,2,1947.0,2,526,150,22,0,Y,4,2008,Partial,387809
860,30,Somerst,2Story,69.2,8450,7,7,1991,2010,Gd,Ex,648,1141,1446,2,0,2,1,Ex,5,0,1993.0,2,447,200,19,0,Y,3,2009,Normal,423875
861,70,Somerst,2Story,88.8,7772,2,3,1980,1995,Ex,TA,1430,1675,2325,3,0,1,2,TA,5,1,1983.0,2,599,0,180,0,Y,5,2009,Normal,461715
862,20,Somerst,2Story,70.6,11029,5,3,1962,1982,TA,Gd,802,1446,1888,2,1,3,2,Gd,8,0,1964.0,2,547,0,189,0,Y,5,2008,Normal,451336
863,20,Sawyer,2Story,,8780,7,8,1919,1926,TA,TA,1165,1784,1997,1,1,4,1,Gd,7,2,,0,0,150,179,0,N,6,2007,Normal,369204
864,40,BrkSide,2Story,73.3,5841,7,5,1961,1975,Gd,NA,627,454,675,1,1,2,1,Fa,6,0,,0,0,250,155,0,Y,12,2007,Normal,279278
865,90,Gilbert,1Story,83.0,9103,6,6,2000,2010,Gd,Gd,1099,1281,1618,2,0,3,2,TA,6,1,2002.0,3,975,100,98,0,Y,12,2007,Normal,447180
866,20,NridgHt,1.5Fin,,11926,2,5,2009,2010,TA,NA,2174,1787,2550,1,1,5,2,Ex,10,0,2012.0,2,480,0,21,0,Y,7,2007,Normal,576670
867,30,Sawyer,1.5Fin,44.9,9752,9,3,1949,1957,Gd,Fa,1113,2133,2362,1,0,2,1,Gd,6,1,1953.0,3,739,0,118,0,Y,1,2009,Normal,434176
868,50,NridgHt,2Story,90.0,4563,10,8,1927,1948,TA,NA,473,723,863,1,1,2,1,TA,5,1,1930.0,2,660,100,103,0,Y,4,2010,Normal,522394
869,20,CollgCr,1Story,103.1,14654,9,8,1982,2010,TA,TA,1450,872,1575,2,1,1,1,Gd,4,1,1983.0,1,283,250,147,0,Y,3,2006,Normal,453688
870,60,Mitchel,1Story,46.0,1500,8,7,1908,1912,Gd,Fa,686,951,1123,2,1,3,1,Fa,6,2,1908.0,2,614,0,6,0,Y,1,2006,Normal,398090
871,40,CollgCr,2Story,73.9,8625,5,4,1916,1918,Gd,TA,1851,1533,2446,2,0,2,1,Gd,5,2,1918.0,2,592,200,15,0,Y,5,2008,Normal,465489
872,70,Somerst,1Story,60.1,7895,9,7,1962,1977,Gd,Fa,1726,1614,1842,2,0,5,1,Ex,9,1,,0,0,200,117,0,Y,1,2009,Normal,468767
873,20,NridgHt,SLvl,,11122,6,9,2009,2010,Gd,Gd,901,1032,1281,3,1,2,2,TA,5,2,2012.0,1,266,0,171,0,Y,7,2008,Normal,574086
874,30,Somerst,1Story,75.4,12859,3,7,1936,1948,TA,TA,904,1163,1591,1,1,4,2,TA,8,1,1937.0,2,627,0,186,0,Y,4,2010,Normal,399908
875,30,OldTown,2Story,143.2,15232,9,5,1949,1981,TA,TA,502,625,725,2,0,1,1,Gd,5,0,,0,0,0,113,0,Y,9,2009,Normal,320085
876,70,Mitchel,1.5Fin,63.4,7508,4,4,1935,1968,TA,Ex,464,1010,1079,2,1,2,2,Fa,6,1,,0,0,100,73,0,Y,7,2009,Normal,287310
877,70,NAmes,1Story,103.8,12964,10,6,1948,1969,Ex,Gd,816,1592,1767,1,1,1,2,TA,5,2,,0,0,0,94,0,Y,12,2008,Normal,405650
878,20,OldTown,1Story,106.0,11322,5,4,1900,1915,TA,Gd,820,1615,2031,1,0,3,1,Gd,6,0,1903.0,2,664,250,101,0,Y,6,2006,Normal,336501
879,50,Mitchel,2Story,81.7,3312,9,6,1966,1967,Gd,TA,703,694,793,1,0,1,2,Ex,5,1,,0,0,0,123,0,Y,2,2006,Normal,375917
880,70,Sawyer,2Story,70.8,18482,6,2,1966,1998,TA,Gd,1128,1080,1467,1,0,1,1,Gd,4,1,1967.0,1,250,150,45,0,N,12,2009,Family,340551
881,20,NAmes,1Story,72.1,4457,6,3,1935,1970,Ex,Gd,1204,1932,2135,1,0,3,2,TA,8,0,,0,0,200,77,0,Y,4,2007,Normal,360149
882,20,Sawyer,2Story,70.2,12262,4,8,1929,1946,TA,Gd,471,834,903,1,0,3,2,TA,8,1,1933.0,1,313,0,108,550,Y,10,2009,Normal,287121
883,70,Mitchel,SLvl,94.9,12138,9,5,1984,2004,TA,TA,1423,1123,1835,1,0,2,2,Gd,7,1,,0,0,0,170,0,Y,10,2007,Normal,410245
884,60,NAmes,1Story,50.8,11658,2,5,1920,1950,Gd,Gd,1433,1039,1582,3,0,3,1,Fa,6,1,1923.0,3,809,200,160,0,Y,12,2006,Normal,318707
885,70,Somerst,1Story,66.5,8423,6,6,1905,1932,Fa,Gd,1396,1661,2473,3,0,3,2,Gd,8,2,1907.0,1,314,0,150,0,Y,8,2009,Normal,481392
886,50,Somerst,1Story,63.8,13974,5,5,1904,1909,Gd,Gd,874,946,1515,2,1,4,1,TA,8,1,,0,0,100,43,0,N,7,2010,Normal,453930
887,90,CollgCr,1Story,32.0,3946,6,8,1997,2010,Gd,TA,1364,1139,1568,1,0,3,1,TA,5,1,2000.0,2,514,0,81,400,Y,5,2008,Normal,411638
888,30,OldTown,1Story,88.9,10224,4,3,1940,1976,TA,Ex,1792,1280,2010,3,0,5,2,Ex,10,0,1941.0,3,755,0,110,0,Y,6,2006,Normal,386358
889,30,CollgCr,1Story,93.4,8132,7,8,1911,1941,TA,NA,937,849,1038,1,1,2,1,Gd,6,0,1915.0,3,889,100,193,0,Y,10,2008,Normal,402009
890,70,CollgCr,2Story,56.0,7655,5,3,1997,2010,Gd,Gd,853,905,1519,1,0,1,1,Gd,4,2,1999.0,3,830,100,70,0,Y,7,2010,Normal,456681
891,80,Somerst,1Story,92.7,12301,3,4,1916,1936,Gd,Gd,632,911,1356,2,1,3,2,TA,8,2,1919.0,1,225,0,183,0,Y,1,2007,Normal,372980
892,20,Somerst,SLvl,35.2,15025,3,6,1937,1947,Gd,TA,968,1281,1508,2,1,1,2,Gd,4,2,1941.0,1,314,200,149,0,Y,5,2006,Partial,419977
893,70,OldTown,1Story,70.5,9058,8,9,1902,1928,TA,Fa,1186,1537,2107,1,1,4,1,TA,8,0,1903.0,1,261,0,126,0,Y,11,2009,Normal,381817
894,90,OldTown,1Story,67.2,13779,4,3,1975,1984,TA,TA,1654,1380,1866,3,0,2,1,Gd,5,2,1976.0,1,344,100,140,0,Y,3,2007,Normal,358894
895,60,CollgCr,2Story,,10709,4,6,1977,1990,Gd,Gd,521,1128,1241,1,1,2,1,Gd,6,0,1981.0,3,672,0,158,0,Y,6,2006,Normal,380526
896,80,Sawyer,1.5Fin,71.8,6751,7,2,1983,1993,Gd,TA,1303,1728,1741,1,1,3,2,TA,7,0,,0,0,200,139,0,Y,11,2009,Normal,358711
897,40,OldTown,1Story,68.3,9417,4,2,1929,1942,TA,TA,2080,1862,2315,2,1,1,1,Gd,4,0,1932.0,3,756,100,134,0,Y,4,2007,Normal,382411
898,80,Mitchel,1Story,,9242,5,8,1936,1950,TA,TA,1149,718,1226,2,0,2,2,TA,6,2,1940.0,3,723,150,75,0,Y,9,2006,Normal,369433
899,50,Gilbert,1Story,67.6,7574,4,7,2004,2007,Ex,NA,1265,996,1670,3,0,5,1,Gd,8,1,2004.0,3,782,0,85,200,N,10,2006,Normal,463965
900,40,BrkSide,2Story,100.0,12300,5,5,1991,2010,TA,NA,1413,1511,1532,1,0,4,1,Gd,8,1,1995.0,2,702,100,119,0,Y,4,2006,Normal,358938
901,30,NridgHt,1Story,57.3,11486,8,6,1904,1921,Gd,TA,737,1429,1670,2,0,3,1,Ex,7,2,1904.0,3,857,0,168,0,Y,11,2006,Normal,583400
902,80,OldTown,1Story,119.6,3819,6,5,1976,2010,Gd,Ex,518,771,867,1,1,3,2,Gd,6,0,,0,0,0,130,0,Y,6,2006,Normal,293842
903,70,NridgHt,1Story,56.0,3564,10,4,1990,1997,TA,TA,983,2073,2427,1,0,3,1,TA,6,0,1991.0,3,621,250,197,0,N,4,2007,Normal,635923
904,80,OldTown,1Story,75.3,12284,8,5,1962,1988,TA,NA,1248,838,1328,2,1,5,2,Gd,8,2,1962.0,2,422,200,136,0,Y,3,2010,Normal,390250
905,70,CollgCr,SLvl,82.6,7076,2,4,1971,1978,Gd,NA,1831,1535,2043,3,1,5,1,Gd,7,1,1971.0,3,776,0,81,0,N,4,2007,Partial,446263
906,40,OldTown,2Story,63.6,11769,5,8,1900,1921,TA,Gd,551,1206,1327,1,1,3,2,Gd,8,2,,0,0,0,115,0,Y,7,2006,Normal,306067
907,30,OldTown,1Story,100.4,13780,4,5,1903,1922,TA,Gd,533,1222,1300,3,1,5,1,TA,9,1,1905.0,3,813,250,124,0,Y,3,2010,Abnorml,290003
908,70,CollgCr,1Story,82.0,5162,7,4,1903,1920,TA,Gd,1359,1483,2257,2,1,1,1,TA,5,0,1904.0,2,378,0,173,0,Y,5,2009,Normal,417504
909,40,NAmes,1Story,65.5,4572,4,6,1917,1943,TA,Fa,1126,1699,2077,2,0,2,1,TA,5,1,,0,0,200,51,0,Y,9,2010,Normal,379913
910,70,Mitchel,1Story,100.2,17533,10,8,2009,2010,TA,TA,1602,1148,1850,3,0,2,1,Fa,5,2,2009.0,2,642,0,49,0,Y,11,2008,Normal,460305
